sector,date,avg_price,price_std,min_price,max_price,total_volume,volatility
Utilities,2023-07-06,126.06,116.04,19.79,331.89,1800947,0.03
Utilities,2023-07-07,125.66,115.9,19.79,330.75,1637025,0.02
Utilities,2023-07-08,125.02,113.64,20.67,328.48,1705265,0.02
Utilities,2023-07-09,124.33,112.31,20.88,322.39,1430639,0.01
Utilities,2023-07-10,124.54,111.76,21.02,322.88,1476029,0.03
Utilities,2023-07-11,124.13,112.43,20.76,324.11,1555419,0.01
Utilities,2023-07-12,123.97,112.67,20.89,320.2,1714330,0.01
Utilities,2023-07-13,124.5,114.22,20.54,323.75,1544372,0.02
Utilities,2023-07-14,123.54,113.42,20.16,325.91,1289635,0.02
Utilities,2023-07-15,122.51,113.83,19.45,328.72,1309205,0.01
Utilities,2023-07-16,123.6,115.66,19.47,332.99,1759037,0.01
Utilities,2023-07-17,123.45,115.52,19.43,331.78,1628891,0.01
Utilities,2023-07-18,123.53,116.08,19.8,333.2,1723470,0.02
Utilities,2023-07-19,122.27,113.8,19.74,320.27,1981180,0.02
Utilities,2023-07-20,122.46,112.96,20.04,317.12,1551230,0.01
Utilities,2023-07-21,122.81,112.8,20.31,318.41,1601939,0.01
Utilities,2023-07-22,122.31,113.02,20.57,325.59,1787351,0.02
Utilities,2023-07-23,122.36,113.15,20.42,323.43,1651636,0.01
Utilities,2023-07-24,121.16,111.73,20.4,317.73,1605265,0.03
Utilities,2023-07-25,121.47,113.08,20.53,317.01,1324870,0.02
Utilities,2023-07-26,121.62,112.84,20.49,318.11,1471338,0.01
Utilities,2023-07-27,121.99,112.92,21.35,319.2,1520836,0.02
Utilities,2023-07-28,121.37,111.68,20.92,316.14,1737717,0.01
Utilities,2023-07-29,121.12,111.06,20.72,316.11,1457211,0.01
Utilities,2023-07-30,122.13,111.88,21.64,318.9,1699197,0.02
Utilities,2023-07-31,123.22,112.13,21.92,321.25,1547819,0.02
Utilities,2023-08-01,123.55,113.32,22.19,319.02,1702863,0.02
Utilities,2023-08-02,122.76,113.06,22.14,319.29,1951746,0.01
Utilities,2023-08-03,123.31,114.66,22.07,323.65,2013981,0.01
Utilities,2023-08-04,123.27,113.96,22.53,325.44,2081103,0.02
Utilities,2023-08-05,123.21,114.0,22.35,325.3,1932202,0.02
Utilities,2023-08-06,122.56,113.04,23.14,324.25,2070110,0.02
Utilities,2023-08-07,122.88,114.74,23.02,325.45,2010626,0.02
Utilities,2023-08-08,123.16,115.61,23.38,326.3,2092712,0.02
Utilities,2023-08-09,123.41,116.33,23.18,324.55,2566040,0.01
Utilities,2023-08-10,123.57,117.21,23.5,331.41,2329515,0.02
Utilities,2023-08-11,123.29,116.54,23.71,331.39,2486227,0.01
Utilities,2023-08-12,122.9,113.89,24.11,322.18,2358295,0.02
Utilities,2023-08-13,122.8,113.13,24.21,319.18,2048731,0.02
Utilities,2023-08-14,122.96,114.51,23.86,321.04,2284588,0.02
Utilities,2023-08-15,124.06,113.91,23.11,321.4,2469653,0.03
Utilities,2023-08-16,124.21,115.47,24.54,325.3,2259308,0.03
Utilities,2023-08-17,122.82,114.72,24.86,324.12,2255458,0.03
Utilities,2023-08-18,122.51,114.5,25.1,324.23,1771027,0.01
Utilities,2023-08-19,123.7,117.08,25.12,329.45,2131774,0.01
Utilities,2023-08-20,123.91,116.23,26.31,325.73,2458749,0.02
Utilities,2023-08-21,124.32,116.63,26.27,328.34,2466071,0.01
Utilities,2023-08-22,125.03,117.83,25.13,331.98,2291969,0.02
Utilities,2023-08-23,124.8,118.5,24.56,335.02,2336049,0.02
Utilities,2023-08-24,125.14,119.84,24.43,333.83,2527735,0.02
Utilities,2023-08-25,123.83,118.51,25.83,331.69,2618148,0.03
Utilities,2023-08-26,123.76,117.92,25.93,330.44,2898165,0.01
Utilities,2023-08-27,124.78,118.84,25.78,332.83,2784392,0.02
Utilities,2023-08-28,124.11,118.95,25.59,331.24,3542142,0.02
Utilities,2023-08-29,124.87,120.36,25.48,336.19,3346306,0.02
Utilities,2023-08-30,126.18,122.77,24.83,345.28,2910791,0.02
Utilities,2023-08-31,126.49,123.16,24.59,343.6,3088506,0.01
Utilities,2023-09-01,126.52,123.83,25.05,343.44,3045008,0.01
Utilities,2023-09-02,126.13,123.09,25.07,343.59,3219868,0.02
Utilities,2023-09-03,126.99,125.02,24.95,350.39,2823981,0.01
Utilities,2023-09-04,126.95,124.19,25.49,349.17,2901780,0.01
Utilities,2023-09-05,127.27,124.27,25.38,350.99,2700850,0.01
Utilities,2023-09-06,128.04,124.37,25.69,347.98,2835223,0.01
Utilities,2023-09-07,128.0,124.75,25.57,348.04,2773110,0.01
Utilities,2023-09-08,127.55,124.1,25.53,345.22,2654157,0.01
Utilities,2023-09-09,126.91,123.03,26.01,341.28,2983694,0.02
